formula,horizon,validator_variant,max_holding_days,transaction_cost_bps,date,action,symbol,slot,price,qty,notional,transaction_cost,net_cash_flow,cash_after,reason,exit_flags,entry_date,entry_decision_date,exit_decision_date,holding_days,pnl_pct,pnl_cash
mom_10,10,no_max_holding,,5.0,2016-11-28,BUY,510300,0,2.88,0.12305052027163445,0.3543854983823072,0.0001771927491911536,-0.35456269113149835,0.0,entry,,,2016-11-25,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-07,SELL,510300,0,2.8,0.12305052027163445,0.34454145676057646,0.00017227072838028824,0.3443691860321962,0.3443691860321962,signal_nonpositive,signal_nonpositive;rank_exit,2016-11-28,2016-11-25,2016-12-06,7,-0.028749514131822917,-0.010193505099302176
mom_10,10,no_max_holding,,5.0,2016-12-07,SELL,510880,2,1.54,0.22716371671162044,0.3498321237358955,0.00017491606186794775,0.3496572076740276,0.6940263937062238,signal_nonpositive,signal_nonpositive,2016-11-11,2016-11-10,2016-12-06,18,0.0465719521191787,0.015559578776162509
mom_10,10,no_max_holding,,5.0,2016-12-07,BUY,159928,0,1.48,0.23555097248758763,0.3486154392816297,0.00017430771964081486,-0.3487897470012705,0.34523664670495324,entry,,,2016-12-06,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-08,BUY,512660,2,1.02,0.33829815161532295,0.3450641146476294,0.00017253205732381473,-0.34523664670495324,0.0,entry,,,2016-12-07,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-09,SELL,512660,2,1.0,0.33829815161532295,0.33829815161532295,0.00016914907580766147,0.3381290025395153,0.3381290025395153,signal_nonpositive,signal_nonpositive,2016-12-08,2016-12-07,2016-12-08,1,-0.02058774534301485,-0.007107644165437964
mom_10,10,no_max_holding,,5.0,2016-12-09,BUY,510880,2,1.56,0.2166410400822123,0.3379600225282512,0.0001689800112641256,-0.33812900253951533,-5.551115123125783e-17,entry,,,2016-12-08,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-13,SELL,159928,0,1.48,0.23555097248758763,0.3486154392816297,0.00017430771964081486,0.34844113156198886,0.3484411315619888,signal_nonpositive,signal_nonpositive,2016-12-07,2016-12-06,2016-12-12,4,-0.0009995002498751106,-0.00034861543928164647
mom_10,10,no_max_holding,,5.0,2016-12-13,SELL,510050,1,1.92,0.18323954382222157,0.3518199241386654,0.0001759099620693327,0.3516440141765961,0.7000851457385848,signal_nonpositive,signal_nonpositive,2016-11-11,2016-11-10,2016-12-12,22,0.048131671868983546,0.016147984799333277
mom_10,10,no_max_holding,,5.0,2016-12-13,SELL,510880,2,1.53,0.2166410400822123,0.3314607913257848,0.00016573039566289242,0.33129506093012195,1.0313802066687068,signal_nonpositive,signal_nonpositive,2016-12-09,2016-12-08,2016-12-12,2,-0.02021104832199278,-0.0068339416093933635
mom_10,10,no_max_holding,,5.0,2016-12-20,BUY,512010,0,1.27,0.2707034663172459,0.3437934022229023,0.00017189670111145114,-0.34396529892401373,0.687414907744693,entry,,,2016-12-19,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-21,SELL,512010,0,1.3,0.2707034663172459,0.3519145062124197,0.00017595725310620987,0.3517385489593135,1.0391534567040066,signal_nonpositive,signal_nonpositive,2016-12-20,2016-12-19,2016-12-20,1,0.02259893675209656,0.007773250035299772
mom_10,10,no_max_holding,,5.0,2016-12-27,BUY,512660,0,0.99,0.3498833187555578,0.3463844855680022,0.00017319224278400112,-0.3465576778107862,0.6925957788932204,entry,,,2016-12-26,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-27,BUY,512100,1,0.87,0.3980767296786294,0.3463267548204076,0.0001731633774102038,-0.3464999181978178,0.34609586069540266,entry,,,2016-12-26,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-27,BUY,512010,2,1.32,0.26206280245892405,0.3459228992457798,0.0001729614496228899,-0.34609586069540266,0.0,entry,,,2016-12-26,,0,,
mom_10,10,no_max_holding,,5.0,2016-12-30,SELL,512660,0,0.98,0.3498833187555578,0.3428856523804466,0.0001714428261902233,0.34271420955425635,0.34271420955425635,signal_nonpositive,signal_nonpositive,2016-12-27,2016-12-26,2016-12-29,3,-0.0110904143887654,-0.003843468256529867
mom_10,10,no_max_holding,,5.0,2016-12-30,SELL,512100,1,0.86,0.3980767296786294,0.3423459875236213,0.00017117299376181064,0.3421748145298595,0.6848890240841159,signal_nonpositive,signal_nonpositive,2016-12-27,2016-12-26,2016-12-29,3,-0.01248226461481903,-0.00432510366795831
mom_10,10,no_max_holding,,5.0,2016-12-30,SELL,512010,2,1.35,0.26206280245892405,0.3537847833195475,0.00017689239165977376,0.3536078909278877,1.0384969150120036,signal_nonpositive,signal_nonpositive,2016-12-27,2016-12-26,2016-12-29,3,0.021705056562627636,0.00751203023248501
mom_10,10,no_max_holding,,5.0,2017-01-03,BUY,512010,0,1.31,0.2642485788834615,0.34616563833733455,0.00017308281916866727,-0.3463387211565032,0.6921581938555004,entry,,,2016-12-30,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-04,SELL,512010,0,1.3,0.2642485788834615,0.34352315254849997,0.00017176157627424998,0.3433513909722257,1.035509584827726,signal_nonpositive,signal_nonpositive;rank_exit,2017-01-03,2016-12-30,2017-01-03,1,-0.008625458263234676,-0.002987330184277491
mom_10,10,no_max_holding,,5.0,2017-01-04,BUY,512660,1,1.0,0.345169861609242,0.345169861609242,0.000172584930804621,-0.34534244654004664,0.6901671382876794,entry,,,2017-01-03,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-04,BUY,512100,2,0.86,0.4012934108127602,0.3451123332989738,0.0001725561666494869,-0.34528488946562325,0.34488224882205615,entry,,,2017-01-03,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-04,BUY,512880,0,1.04,0.3314518210337679,0.34470989387511863,0.00017235494693755931,-0.3448822488220562,-5.551115123125783e-17,entry,,,2017-01-03,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-05,SELL,512880,0,1.05,0.3314518210337679,0.3480244120854563,0.00017401220604272815,0.3478503998794136,0.3478503998794135,rank_exit,rank_exit,2017-01-04,2017-01-03,2017-01-04,1,0.008606273786183801,0.0029681510573573815
mom_10,10,no_max_holding,,5.0,2017-01-05,SELL,512100,2,0.87,0.4012934108127602,0.34912526740710137,0.0001745626337035507,0.34895070477339785,0.6968011046528113,rank_exit,rank_exit,2017-01-04,2017-01-03,2017-01-04,1,0.010616784630940377,0.003665815307774576
mom_10,10,no_max_holding,,5.0,2017-01-05,BUY,510880,0,1.49,0.2338753165275494,0.3484742216260486,0.0001742371108130243,-0.3486484587368616,0.3481526459159497,entry,,,2017-01-04,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-05,BUY,510300,2,2.71,0.12840540833492836,0.34797865658765587,0.00017398932829382793,-0.3481526459159497,0.0,entry,,,2017-01-04,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-06,SELL,510300,2,2.7,0.12840540833492836,0.3466946025043066,0.00017334730125215332,0.34652125520305443,0.34652125520305443,rank_exit,rank_exit,2017-01-05,2017-01-04,2017-01-05,1,-0.004685848957440082,-0.001631390712895259
mom_10,10,no_max_holding,,5.0,2017-01-06,BUY,512010,2,1.3,0.2664216008942102,0.34634808116247323,0.00017317404058123662,-0.3465212552030545,-5.551115123125783e-17,entry,,,2017-01-05,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-09,SELL,512010,2,1.3,0.2664216008942102,0.34634808116247323,0.00017317404058123662,0.346174907121892,0.3461749071218919,rank_exit,rank_exit,2017-01-06,2017-01-05,2017-01-06,1,-0.0009995002498751262,-0.00034634808116249536
mom_10,10,no_max_holding,,5.0,2017-01-09,BUY,159928,2,1.52,0.22763283300579443,0.34600190616880755,0.00017300095308440377,-0.346174907121892,-5.551115123125783e-17,entry,,,2017-01-06,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-10,SELL,159928,2,1.51,0.22763283300579443,0.3437255778387496,0.0001718627889193748,0.3435537150498302,0.3435537150498301,rank_exit,rank_exit,2017-01-09,2017-01-06,2017-01-09,1,-0.007571871958757616,-0.002621192072061776
mom_10,10,no_max_holding,,5.0,2017-01-10,BUY,512100,2,0.88,0.3902068454975128,0.34338202403781126,0.00017169101201890564,-0.3435537150498302,-5.551115123125783e-17,entry,,,2017-01-09,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-11,SELL,512100,2,0.87,0.3902068454975128,0.3394799555828361,0.00016973997779141806,0.3393102156050447,0.33931021560504465,rank_exit,rank_exit,2017-01-10,2017-01-09,2017-01-10,1,-0.012351778656126508,-0.004243499444785461
mom_10,10,no_max_holding,,5.0,2017-01-11,BUY,159928,2,1.5,0.2260937635216023,0.33914064528240345,0.00016957032264120172,-0.33931021560504465,0.0,entry,,,2017-01-10,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-17,SELL,512660,1,0.98,0.345169861609242,0.33826646437705715,0.00016913323218852857,0.3380973311448686,0.3380973311448686,signal_nonpositive,signal_nonpositive,2017-01-04,2017-01-03,2017-01-16,9,-0.020979510244877635,-0.007245115395178015
mom_10,10,no_max_holding,,5.0,2017-01-17,SELL,159928,2,1.46,0.2260937635216023,0.33009689474153936,0.00016504844737076968,0.3299318462941686,0.6680291774390372,signal_nonpositive,signal_nonpositive;rank_exit,2017-01-11,2017-01-10,2017-01-16,4,-0.02763951357654501,-0.009378369310876046
mom_10,10,no_max_holding,,5.0,2017-01-17,BUY,510050,1,1.88,0.17981642657798055,0.33805488196660344,0.00016902744098330172,-0.33822390940758673,0.3298052680314505,entry,,,2017-01-16,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-17,BUY,510300,2,2.65,0.12439262181416859,0.32964044780754675,0.00016482022390377338,-0.32980526803145055,-5.551115123125783e-17,entry,,,2017-01-16,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-18,SELL,510300,2,2.66,0.12439262181416859,0.3308843740256885,0.00016544218701284425,0.3307189318386756,0.33071893183867557,signal_nonpositive,signal_nonpositive,2017-01-17,2017-01-16,2017-01-17,1,0.0027703129567292623,0.0009136638072250946
mom_10,10,no_max_holding,,5.0,2017-01-23,BUY,512880,2,1.04,0.3178400528953558,0.33055365501117,0.000165276827505585,-0.3307189318386756,-5.551115123125783e-17,entry,,,2017-01-20,,0,,
mom_10,10,no_max_holding,,5.0,2017-01-25,SELL,512880,2,1.03,0.3178400528953558,0.32737525448221644,0.00016368762724110824,0.3272115668549753,0.32721156685497527,signal_nonpositive,signal_nonpositive,2017-01-23,2017-01-20,2017-01-24,2,-0.010605274285934026,-0.0035073649837002742
mom_10,10,no_max_holding,,5.0,2017-01-25,BUY,510300,2,2.7,0.1211289047531698,0.3270480428335585,0.00016352402141677925,-0.32721156685497527,0.0,entry,,,2017-01-24,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-07,SELL,510880,0,1.54,0.2338753165275494,0.36016798745242606,0.00018008399372621304,0.35998790345869985,0.35998790345869985,rank_exit,rank_exit,2017-01-05,2017-01-04,2017-02-06,18,0.03252400645314933,0.011339444721838255
mom_10,10,no_max_holding,,5.0,2017-02-07,SELL,510050,1,1.89,0.17981642657798055,0.3398530462323832,0.0001699265231161916,0.339683119709267,0.6996710231679668,signal_nonpositive,signal_nonpositive;rank_exit,2017-01-17,2017-01-16,2017-02-06,10,0.004314332195604208,0.0014592103016802724
mom_10,10,no_max_holding,,5.0,2017-02-07,SELL,510300,2,2.71,0.1211289047531698,0.32825933188109013,0.00016412966594054506,0.3280952022151496,1.0277662253831163,rank_exit,rank_exit,2017-01-25,2017-01-24,2017-02-06,4,0.0027005016010512002,0.0008836353601743325
mom_10,10,no_max_holding,,5.0,2017-02-07,BUY,512660,0,1.03,0.33261042892657483,0.3425887417943721,0.00017129437089718604,-0.3427600361652693,0.6850061892178471,entry,,,2017-02-06,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-07,BUY,510500,1,6.3,0.05437010216995869,0.34253164367073974,0.00017126582183536987,-0.3427029094925751,0.34230327972527197,entry,,,2017-02-06,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-07,BUY,159928,2,1.5,0.2280881424123085,0.34213221361846274,0.00017106610680923137,-0.34230327972527197,0.0,entry,,,2017-02-06,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-10,SELL,159928,2,1.5,0.2280881424123085,0.34213221361846274,0.00017106610680923137,0.3419611475116535,0.3419611475116535,rank_exit,rank_exit,2017-02-07,2017-02-06,2017-02-09,3,-0.0009995002498750457,-0.000342132213618457
mom_10,10,no_max_holding,,5.0,2017-02-10,BUY,512100,2,0.86,0.3974305260296056,0.3417902523854608,0.0001708951261927304,-0.3419611475116535,0.0,entry,,,2017-02-09,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-15,SELL,512660,0,1.03,0.33261042892657483,0.3425887417943721,0.00017129437089718604,0.3424174474234749,0.3424174474234749,rank_exit,rank_exit,2017-02-07,2017-02-06,2017-02-14,6,-0.000999500249875075,-0.00034258874179437637
mom_10,10,no_max_holding,,5.0,2017-02-15,BUY,512880,0,1.06,0.32287389081258894,0.34224632426134427,0.00017112316213067214,-0.34241744742347496,-5.551115123125783e-17,entry,,,2017-02-14,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-21,SELL,510500,1,6.43,0.05437010216995869,0.34959975695283435,0.00017479987847641718,0.34942495707435794,0.3494249570743579,rank_exit,rank_exit,2017-02-07,2017-02-06,2017-02-20,10,0.0196147957767148,0.006722047581782836
mom_10,10,no_max_holding,,5.0,2017-02-21,BUY,510880,1,1.6,0.21597714013110184,0.34556342420976294,0.00017278171210488146,-0.3457362059218678,0.0036887511524900662,entry,,,2017-02-20,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-23,SELL,512880,0,1.07,0.32287389081258894,0.3454750631694702,0.0001727375315847351,0.34530232563788543,0.3489910767903755,rank_exit,rank_exit,2017-02-15,2017-02-14,2017-02-22,6,0.008425032766635572,0.00288487821441049
mom_10,10,no_max_holding,,5.0,2017-02-23,BUY,159928,0,1.6,0.21801041778509214,0.34881666845614745,0.00017440833422807374,-0.3489910767903755,0.0,entry,,,2017-02-22,,0,,
mom_10,10,no_max_holding,,5.0,2017-02-28,SELL,512100,2,0.87,0.3974305260296056,0.34576455764575686,0.00017288227882287843,0.34559167536693397,0.34559167536693397,signal_nonpositive,signal_nonpositive;rank_exit,2017-02-10,2017-02-09,2017-02-27,12,0.010616784630940351,0.003630527855280449
mom_10,10,no_max_holding,,5.0,2017-02-28,BUY,512010,2,1.33,0.25737639311248584,0.3423106028396062,0.00017115530141980308,-0.342481758141026,0.0031099172259079766,entry,,,2017-02-27,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-01,SELL,512010,2,1.32,0.25737639311248584,0.33973683890848133,0.00016986841945424068,0.33956697048902706,0.34267688771493504,rank_exit,rank_exit,2017-02-28,2017-02-27,2017-02-28,1,-0.008510782202883574,-0.0029147876519989204
mom_10,10,no_max_holding,,5.0,2017-03-01,BUY,512100,2,0.87,0.3936846378132027,0.3425056348974863,0.00017125281744874316,-0.34267688771493504,0.0,entry,,,2017-02-28,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-02,SELL,510880,1,1.6,0.21597714013110184,0.34556342420976294,0.00017278171210488146,0.34539064249765805,0.34539064249765805,rank_exit,rank_exit,2017-02-21,2017-02-20,2017-03-01,7,-0.000999500249875075,-0.00034556342420976726
mom_10,10,no_max_holding,,5.0,2017-03-02,BUY,510500,1,6.52,0.0527571255377311,0.3439764585060067,0.00017198822925300336,-0.34414844673525974,0.0012421957623983126,entry,,,2017-03-01,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-09,SELL,159928,0,1.55,0.21801041778509214,0.3379161475668928,0.0001689580737834464,0.3377471894931094,0.3389893852555077,signal_nonpositive,signal_nonpositive;rank_exit,2017-02-23,2017-02-22,2017-03-08,10,-0.032218265867066484,-0.011243887297266133
mom_10,10,no_max_holding,,5.0,2017-03-09,BUY,159915,0,1.88,0.18022339109993288,0.3388199752678738,0.0001694099876339369,-0.3389893852555077,0.0,entry,,,2017-03-08,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-10,SELL,510500,1,6.48,0.0527571255377311,0.34186617348449755,0.00017093308674224878,0.3416952403977553,0.3416952403977553,signal_nonpositive,signal_nonpositive,2017-03-02,2017-03-01,2017-03-09,6,-0.007128337671654809,-0.0024532063375044405
mom_10,10,no_max_holding,,5.0,2017-03-10,SELL,512100,2,0.88,0.3936846378132027,0.34644248127561833,0.00017322124063780917,0.34626926003498054,0.6879645004327358,signal_nonpositive,signal_nonpositive,2017-03-01,2017-02-28,2017-03-09,7,0.010483264115068943,0.003592372320045488
mom_10,10,no_max_holding,,5.0,2017-03-10,BUY,512660,1,1.05,0.32539118786971755,0.34166074726320345,0.00017083037363160172,-0.341831577636835,0.3461329227959008,entry,,,2017-03-09,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-13,SELL,512660,1,1.04,0.32539118786971755,0.3384068353845063,0.00016920341769225314,0.338237631966814,0.6843705547627148,signal_nonpositive,signal_nonpositive,2017-03-10,2017-03-09,2017-03-10,1,-0.010513790723685825,-0.0035939456700210468
mom_10,10,no_max_holding,,5.0,2017-03-14,BUY,512100,1,0.89,0.38389242095190557,0.34166425464719596,0.00017083212732359797,-0.34183508677451957,0.34253546798819523,entry,,,2017-03-13,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-14,BUY,512660,2,1.05,0.32534029581405216,0.3416073106047548,0.0001708036553023774,-0.34177811426005716,0.000757353728138066,entry,,,2017-03-13,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-16,SELL,512660,2,1.04,0.32534029581405216,0.33835390764661427,0.00016917695382330714,0.338184730692791,0.33894208442092905,signal_nonpositive,signal_nonpositive;rank_exit,2017-03-14,2017-03-13,2017-03-15,2,-0.010513790723685747,-0.003593383567266196
mom_10,10,no_max_holding,,5.0,2017-03-16,BUY,512010,2,1.35,0.25094273931251343,0.33877269807189314,0.00016938634903594657,-0.3389420844209291,-5.551115123125783e-17,entry,,,2017-03-15,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-21,SELL,159915,0,1.87,0.18022339109993288,0.3370177413568745,0.00016850887067843725,0.3368492324861961,0.336849232486196,signal_nonpositive,signal_nonpositive;rank_exit,2017-03-09,2017-03-08,2017-03-20,8,-0.006313332695354234,-0.0021401527693116294
mom_10,10,no_max_holding,,5.0,2017-03-21,SELL,512100,1,0.89,0.38389242095190557,0.34166425464719596,0.00017083212732359797,0.34149342251987236,0.6783426550060684,signal_nonpositive,signal_nonpositive,2017-03-14,2017-03-13,2017-03-20,5,-0.000999500249875085,-0.0003416642546472037
mom_10,10,no_max_holding,,5.0,2017-03-21,BUY,159928,0,1.58,0.21616954330323565,0.3415478784191123,0.00017077393920955617,-0.3417186523583219,0.3366240026477465,entry,,,2017-03-20,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-21,BUY,510880,1,1.59,0.21160740550966434,0.3364557747603663,0.00016822788738018316,-0.3366240026477465,0.0,entry,,,2017-03-20,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-23,SELL,510880,1,1.58,0.21160740550966434,0.3343397007052697,0.00016716985035263485,0.33417253085491705,0.33417253085491705,signal_nonpositive,signal_nonpositive;rank_exit,2017-03-21,2017-03-20,2017-03-22,2,-0.007282522260882087,-0.0024514717928294447
mom_10,10,no_max_holding,,5.0,2017-03-24,BUY,510880,1,1.59,0.2100663698684727,0.33400552809087164,0.00016700276404543583,-0.33417253085491705,0.0,entry,,,2017-03-23,,0,,
mom_10,10,no_max_holding,,5.0,2017-03-30,SELL,510880,1,1.6,0.2100663698684727,0.33610619178955636,0.0001680530958947782,0.33593813869366157,0.33593813869366157,signal_nonpositive,signal_nonpositive;rank_exit,2017-03-24,2017-03-23,2017-03-29,4,0.005283521761131957,0.0017656078387444946
mom_10,10,no_max_holding,,5.0,2017-04-05,BUY,510880,1,1.63,0.2059940205931768,0.3357702535668782,0.0001678851267834391,-0.3359381386936616,-5.551115123125783e-17,entry,,,2017-03-31,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-07,SELL,159928,0,1.64,0.21616954330323565,0.35451805101730643,0.00017725902550865322,0.3543407919917978,0.35434079199179774,rank_exit,rank_exit,2017-03-21,2017-03-20,2017-04-06,11,0.036937227588737236,0.012622139633475915
mom_10,10,no_max_holding,,5.0,2017-04-07,BUY,512660,0,1.06,0.33411670767615975,0.35416371013672937,0.00017708185506836469,-0.35434079199179774,0.0,entry,,,2017-04-06,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-12,SELL,512010,2,1.42,0.25094273931251343,0.35633868982376904,0.00017816934491188453,0.35616052047885716,0.35616052047885716,signal_nonpositive,signal_nonpositive;rank_exit,2017-03-16,2017-03-15,2017-04-11,17,0.05080052566309426,0.01721843605792807
mom_10,10,no_max_holding,,5.0,2017-04-12,BUY,510500,2,6.7,0.05313172077824627,0.35598252921425005,0.00017799126460712504,-0.35616052047885716,0.0,entry,,,2017-04-11,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-19,SELL,512660,0,1.05,0.33411670767615975,0.35082254305996774,0.00017541127152998387,0.35064713178843776,0.35064713178843776,signal_nonpositive,signal_nonpositive,2017-04-07,2017-04-06,2017-04-18,8,-0.010424033266385755,-0.0036936602033599748
mom_10,10,no_max_holding,,5.0,2017-04-19,SELL,510880,1,1.6,0.2059940205931768,0.3295904329490829,0.00016479521647454147,0.32942563773260836,0.6800727695210461,signal_nonpositive,signal_nonpositive,2017-04-05,2017-03-31,2017-04-18,10,-0.019386012515214702,-0.006512500961053257
mom_10,10,no_max_holding,,5.0,2017-04-19,BUY,510300,0,2.8,0.12182186735101393,0.341101228582839,0.0001705506142914195,-0.3412717791971304,0.3388009903239157,entry,,,2017-04-18,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-20,SELL,510300,0,2.78,0.12182186735101393,0.3386647912358187,0.00016933239561790937,0.3384954588402008,0.6772964491641165,signal_nonpositive,signal_nonpositive,2017-04-19,2017-04-18,2017-04-19,1,-0.008135218105232996,-0.002776320356929573
mom_10,10,no_max_holding,,5.0,2017-04-20,SELL,510500,2,6.41,0.05313172077824627,0.3405743301885586,0.0001702871650942793,0.34040404302346433,1.0177004921875807,signal_nonpositive,signal_nonpositive;rank_exit,2017-04-12,2017-04-11,2017-04-19,6,-0.04423982038831338,-0.01575647745539285
mom_10,10,no_max_holding,,5.0,2017-04-21,BUY,159928,0,1.65,0.2055960590277941,0.33923349739586023,0.0001696167486979301,-0.33940311414455815,0.6782973780430226,entry,,,2017-04-20,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-25,SELL,159928,0,1.62,0.2055960590277941,0.33306561562502646,0.00016653280781251322,0.3328990828172139,1.0111964608602366,signal_nonpositive,signal_nonpositive,2017-04-21,2017-04-20,2017-04-24,2,-0.019163145699877253,-0.006504031327344238
mom_10,10,no_max_holding,,5.0,2017-04-26,BUY,512010,0,1.43,0.2357101307366519,0.3370654869534122,0.0001685327434767061,-0.33723401969688893,0.6739624411633477,entry,,,2017-04-25,,0,,
mom_10,10,no_max_holding,,5.0,2017-04-26,BUY,159928,1,1.64,0.20549348132454467,0.33700930937225326,0.00016850465468612664,-0.3371778140269394,0.3367846271364083,entry,,,2017-04-25,,0,,
mom_10,10,no_max_holding,,5.0,2017-05-02,SELL,159928,1,1.63,0.20549348132454467,0.3349543745590078,0.00016747718727950389,0.3347868973717283,0.6715715245081366,signal_nonpositive,signal_nonpositive,2017-04-26,2017-04-25,2017-04-28,3,-0.007090966711766143,-0.0023909166552111027
mom_10,10,no_max_holding,,5.0,2017-05-03,SELL,512010,0,1.41,0.2357101307366519,0.33235128433867916,0.00016617564216933958,0.3321851086965098,1.0037566332046464,signal_nonpositive,signal_nonpositive,2017-04-26,2017-04-25,2017-05-02,4,-0.014971535211415359,-0.005048911000379113
mom_10,10,no_max_holding,,5.0,2017-05-03,BUY,159928,1,1.63,0.20526720515432442,0.3345855444015488,0.00016729277220077442,-0.3347528371737496,0.6690037960308968,entry,,,2017-05-02,,0,,
mom_10,10,no_max_holding,,5.0,2017-05-04,SELL,159928,1,1.62,0.20526720515432442,0.33253287235000556,0.00016626643617500278,0.33236660591383055,1.0013704019447274,signal_nonpositive,signal_nonpositive,2017-05-03,2017-05-02,2017-05-03,1,-0.007128337671655004,-0.002386231259919033
mom_10,10,no_max_holding,,5.0,2017-05-04,BUY,512010,0,1.43,0.23341967411299008,0.3337901339815758,0.0001668950669907879,-0.3339570290485666,0.6674133728961608,entry,,,2017-05-03,,0,,
mom_10,10,no_max_holding,,5.0,2017-05-05,SELL,512010,0,1.48,0.23341967411299008,0.3454611176872253,0.00017273055884361267,0.3452883871283817,1.0127017600245425,signal_nonpositive,signal_nonpositive,2017-05-04,2017-05-03,2017-05-04,1,0.033930587153975525,0.011331358079815126
mom_10,10,no_max_holding,,5.0,2017-05-05,BUY,159915,1,1.76,0.19179957576222395,0.33756725334151416,0.00016878362667075708,-0.33773603696818494,0.6749657230563575,entry,,,2017-05-04,,0,,
